,gene,validation,Biological_process,Cellular_component,Molecular_function
22296,YDL126C,Verified,negative,endoplasm,null
22297,YDL126C,Verified,negative,cytosol,ATP
22298,YDL126C,Verified,negative,cytosol,null
22299,YDL126C,Verified,negative,mitochond,ATP
22300,YDL126C,Verified,negative,mitochond,null
22301,YDL126C,Verified,negative,ribosomal,ATP
22302,YDL126C,Verified,negative,ribosomal,null
22303,YDL126C,Verified,regulation,nucle,ATP
22304,YDL126C,Verified,regulation,nucle,null
22305,YDL126C,Verified,regulation,membrane,ATP
22306,YDL126C,Verified,regulation,membrane,null
22307,YDL126C,Verified,regulation,endoplasm,ATP
22308,YDL126C,Verified,regulation,endoplasm,null
22309,YDL126C,Verified,regulation,cytosol,ATP
22310,YDL126C,Verified,regulation,cytosol,null
22311,YDL126C,Verified,regulation,mitochond,ATP
22312,YDL126C,Verified,regulation,mitochond,null
22313,YDL126C,Verified,regulation,ribosomal,ATP
22314,YDL126C,Verified,regulation,ribosomal,null
22315,YDL126C,Verified,positive,nucle,ATP
22316,YDL126C,Verified,positive,nucle,null
22317,YDL126C,Verified,positive,membrane,ATP
22318,YDL126C,Verified,positive,membrane,null
22319,YDL126C,Verified,positive,endoplasm,ATP
22320,YDL126C,Verified,positive,endoplasm,null
22321,YDL126C,Verified,positive,cytosol,ATP
22322,YDL126C,Verified,positive,cytosol,null
22323,YDL126C,Verified,positive,mitochond,ATP
22324,YDL126C,Verified,positive,mitochond,null
22325,YDL126C,Verified,positive,ribosomal,ATP
22326,YDL126C,Verified,positive,ribosomal,null
22327,YDL126C,Verified,histone,nucle,ATP
22328,YDL126C,Verified,histone,nucle,null
22329,YDL126C,Verified,histone,membrane,ATP
22330,YDL126C,Verified,histone,membrane,null
22331,YDL126C,Verified,histone,endoplasm,ATP
22332,YDL126C,Verified,histone,endoplasm,null
22333,YDL126C,Verified,histone,cytosol,ATP
22334,YDL126C,Verified,histone,cytosol,null
22335,YDL126C,Verified,histone,mitochond,ATP
22336,YDL126C,Verified,histone,mitochond,null
22337,YDL126C,Verified,histone,ribosomal,ATP
22338,YDL126C,Verified,histone,ribosomal,null
22339,YGR264C,Verified,ion,cytoplasm,tRNA
22340,YGR264C,Verified,ion,cytoplasm,null
22341,YGR264C,Verified,ion,null,tRNA
22342,YGR264C,Verified,ion,null,null
22343,YGR264C,Verified,null,cytoplasm,tRNA
22344,YGR264C,Verified,null,cytoplasm,null
22345,YGR264C,Verified,null,null,tRNA
22346,YGR264C,Verified,null,null,null
22347,YIL129C,Verified,null,null,molecular_function
22348,YIL129C,Verified,null,null,null
22349,YPL169C,Verified,null,cytoplasm,null
22350,YPL169C,Verified,null,nucle,null
22351,YPL169C,Verified,null,null,null
22352,YHR161C,Verified,null,null,null
22353,YDL224C,Verified,regulation,null,null
22354,YDL224C,Verified,ion,null,null
22355,YDL224C,Verified,null,null,null
22356,YLR225C,Uncharacterized,biological_process,null,molecular_function
22357,YLR225C,Uncharacterized,biological_process,null,null
22358,YLR225C,Uncharacterized,null,null,molecular_function
22359,YLR225C,Uncharacterized,null,null,null
22360,YGL090W,Verified,repair,nucle,null
22361,YGL090W,Verified,repair,null,null
22362,YGL090W,Verified,null,nucle,null
22363,YGL090W,Verified,null,null,null
22364,YGR134W,Verified,positive,null,molecular_function
22365,YGR134W,Verified,positive,null,null
22366,YGR134W,Verified,regulation,null,molecular_function
22367,YGR134W,Verified,regulation,null,null
22368,YGR134W,Verified,ion,null,molecular_function
22369,YGR134W,Verified,ion,null,null
22370,YGR134W,Verified,null,null,molecular_function
22371,YGR134W,Verified,null,null,null
22372,YLR270W,Verified,ion,cytoplasm,hydrolase
22373,YLR270W,Verified,ion,cytoplasm,null
22374,YLR270W,Verified,ion,null,hydrolase
22375,YLR270W,Verified,ion,null,null
22376,YLR270W,Verified,starvation,cytoplasm,hydrolase
22377,YLR270W,Verified,starvation,cytoplasm,null
22378,YLR270W,Verified,starvation,null,hydrolase
22379,YLR270W,Verified,starvation,null,null
22380,YLR270W,Verified,catabolic process,cytoplasm,hydrolase
22381,YLR270W,Verified,catabolic process,cytoplasm,null
22382,YLR270W,Verified,catabolic process,null,hydrolase
22383,YLR270W,Verified,catabolic process,null,null
22384,YLR270W,Verified,positive,cytoplasm,hydrolase
22385,YLR270W,Verified,positive,cytoplasm,null
22386,YLR270W,Verified,positive,null,hydrolase
22387,YLR270W,Verified,positive,null,null
22388,YLR270W,Verified,regulation,cytoplasm,hydrolase
22389,YLR270W,Verified,regulation,cytoplasm,null
22390,YLR270W,Verified,regulation,null,hydrolase
22391,YLR270W,Verified,regulation,null,null
22392,YLR270W,Verified,null,cytoplasm,hydrolase
22393,YLR270W,Verified,null,cytoplasm,null
22394,YLR270W,Verified,null,null,hydrolase
22395,YLR270W,Verified,null,null,null
22396,YGR169C,Verified,null,cytoplasm,null
22397,YGR169C,Verified,null,mitochond,null
22398,YGR169C,Verified,null,null,null
22399,YKL086W,Verified,null,null,null
22400,YBL096C,Dubious,biological_process,cellular_component,molecular_function
22401,YBL096C,Dubious,biological_process,cellular_component,null
22402,YBL096C,Dubious,biological_process,null,molecular_function
22403,YBL096C,Dubious,biological_process,null,null
22404,YBL096C,Dubious,null,cellular_component,molecular_function
22405,YBL096C,Dubious,null,cellular_component,null
22406,YBL096C,Dubious,null,null,molecular_function
22407,YBL096C,Dubious,null,null,null
22408,YFL028C,Verified,regulation,null,ATP
22409,YFL028C,Verified,regulation,null,null
22410,YFL028C,Verified,ion,null,ATP
22411,YFL028C,Verified,ion,null,null
22412,YFL028C,Verified,null,null,ATP
22413,YFL028C,Verified,null,null,null
22414,YBR105C,Verified,protein,membrane,molecular_function
22415,YBR105C,Verified,protein,membrane,null
22416,YBR105C,Verified,protein,cytoplasm,molecular_function
22417,YBR105C,Verified,protein,cytoplasm,null
22418,YBR105C,Verified,protein,null,molecular_function
22419,YBR105C,Verified,protein,null,null
22420,YBR105C,Verified,targeting,membrane,molecular_function
22421,YBR105C,Verified,targeting,membrane,null
22422,YBR105C,Verified,targeting,cytoplasm,molecular_function
22423,YBR105C,Verified,targeting,cytoplasm,null
22424,YBR105C,Verified,targeting,null,molecular_function
22425,YBR105C,Verified,targeting,null,null
22426,YBR105C,Verified,catabolic process,membrane,molecular_function
22427,YBR105C,Verified,catabolic process,membrane,null
22428,YBR105C,Verified,catabolic process,cytoplasm,molecular_function
22429,YBR105C,Verified,catabolic process,cytoplasm,null
22430,YBR105C,Verified,catabolic process,null,molecular_function
22431,YBR105C,Verified,catabolic process,null,null
22432,YBR105C,Verified,negative,membrane,molecular_function
22433,YBR105C,Verified,negative,membrane,null
22434,YBR105C,Verified,negative,cytoplasm,molecular_function
22435,YBR105C,Verified,negative,cytoplasm,null
22436,YBR105C,Verified,negative,null,molecular_function
22437,YBR105C,Verified,negative,null,null
22438,YBR105C,Verified,regulation,membrane,molecular_function
22439,YBR105C,Verified,regulation,membrane,null
22440,YBR105C,Verified,regulation,cytoplasm,molecular_function
22441,YBR105C,Verified,regulation,cytoplasm,null
22442,YBR105C,Verified,regulation,null,molecular_function
22443,YBR105C,Verified,regulation,null,null
22444,YBR105C,Verified,ion,membrane,molecular_function
22445,YBR105C,Verified,ion,membrane,null
22446,YBR105C,Verified,ion,cytoplasm,molecular_function
22447,YBR105C,Verified,ion,cytoplasm,null
22448,YBR105C,Verified,ion,null,molecular_function
22449,YBR105C,Verified,ion,null,null
22450,YBR105C,Verified,null,membrane,molecular_function
22451,YBR105C,Verified,null,membrane,null
22452,YBR105C,Verified,null,cytoplasm,molecular_function
22453,YBR105C,Verified,null,cytoplasm,null
22454,YBR105C,Verified,null,null,molecular_function
22455,YBR105C,Verified,null,null,null
22456,YDR371W,Uncharacterized,ion,null,molecular_function
22457,YDR371W,Uncharacterized,ion,null,null
22458,YDR371W,Uncharacterized,null,null,molecular_function
22459,YDR371W,Uncharacterized,null,null,null
22460,YDR456W,Verified,ion,membrane,null
22461,YDR456W,Verified,ion,null,null
22462,YDR456W,Verified,transport,membrane,null
22463,YDR456W,Verified,transport,null,null
22464,YDR456W,Verified,null,membrane,null
22465,YDR456W,Verified,null,null,null
22466,YDR324C,Verified,ion,nucle,molecular_function
22467,YDR324C,Verified,ion,nucle,null
22468,YDR324C,Verified,ion,nucleolus,molecular_function
22469,YDR324C,Verified,ion,nucleolus,null
22470,YDR324C,Verified,ion,null,molecular_function
22471,YDR324C,Verified,ion,null,null
22472,YDR324C,Verified,positive,nucle,molecular_function
22473,YDR324C,Verified,positive,nucle,null
22474,YDR324C,Verified,positive,nucleolus,molecular_function
22475,YDR324C,Verified,positive,nucleolus,null
22476,YDR324C,Verified,positive,null,molecular_function
22477,YDR324C,Verified,positive,null,null
22478,YDR324C,Verified,regulation,nucle,molecular_function
22479,YDR324C,Verified,regulation,nucle,null
22480,YDR324C,Verified,regulation,nucleolus,molecular_function
22481,YDR324C,Verified,regulation,nucleolus,null
22482,YDR324C,Verified,regulation,null,molecular_function
22483,YDR324C,Verified,regulation,null,null
22484,YDR324C,Verified,null,nucle,molecular_function
22485,YDR324C,Verified,null,nucle,null
22486,YDR324C,Verified,null,nucleolus,molecular_function
22487,YDR324C,Verified,null,nucleolus,null
22488,YDR324C,Verified,null,null,molecular_function
22489,YDR324C,Verified,null,null,null
22490,YJL072C,Verified,repair,nucle,molecular_function
22491,YJL072C,Verified,repair,nucle,null
22492,YJL072C,Verified,repair,null,molecular_function
22493,YJL072C,Verified,repair,null,null
22494,YJL072C,Verified,ion,nucle,molecular_function
22495,YJL072C,Verified,ion,nucle,null
22496,YJL072C,Verified,ion,null,molecular_function
22497,YJL072C,Verified,ion,null,null
22498,YJL072C,Verified,null,nucle,molecular_function
22499,YJL072C,Verified,null,nucle,null
22500,YJL072C,Verified,null,null,molecular_function
22501,YJL072C,Verified,null,null,null
22502,YOR112W,Verified,null,cytoplasm,tRNA
22503,YOR112W,Verified,null,cytoplasm,null
22504,YOR112W,Verified,null,nucle,tRNA
22505,YOR112W,Verified,null,nucle,null
22506,YOR112W,Verified,null,null,tRNA
22507,YOR112W,Verified,null,null,null
22508,YPR132W,Verified,ion,cytosol,null
22509,YPR132W,Verified,ion,ribosomal,null
22510,YPR132W,Verified,ion,null,null
22511,YPR132W,Verified,regulation,cytosol,null
22512,YPR132W,Verified,regulation,ribosomal,null
22513,YPR132W,Verified,regulation,null,null
22514,YPR132W,Verified,null,cytosol,null
22515,YPR132W,Verified,null,ribosomal,null
22516,YPR132W,Verified,null,null,null
22517,YKL144C,Verified,ion,null,RNA polymerase
22518,YKL144C,Verified,ion,null,null
22519,YKL144C,Verified,null,null,RNA polymerase
22520,YKL144C,Verified,null,null,null
22521,YNL175C,Verified,biological_process,nucle,null
22522,YNL175C,Verified,biological_process,nucleolus,null
22523,YNL175C,Verified,biological_process,null,null
22524,YNL175C,Verified,null,nucle,null
22525,YNL175C,Verified,null,nucleolus,null
22526,YNL175C,Verified,null,null,null
22527,YNL120C,Dubious,biological_process,cellular_component,molecular_function
22528,YNL120C,Dubious,biological_process,cellular_component,null
22529,YNL120C,Dubious,biological_process,null,molecular_function
22530,YNL120C,Dubious,biological_process,null,null
22531,YNL120C,Dubious,null,cellular_component,molecular_function
22532,YNL120C,Dubious,null,cellular_component,null
22533,YNL120C,Dubious,null,null,molecular_function
22534,YNL120C,Dubious,null,null,null
22535,YLR307W,Verified,null,null,null
22536,YOR356W,Verified,biological_process,mitochond,molecular_function
22537,YOR356W,Verified,biological_process,mitochond,null
22538,YOR356W,Verified,biological_process,null,molecular_function
22539,YOR356W,Verified,biological_process,null,null
22540,YOR356W,Verified,null,mitochond,molecular_function
22541,YOR356W,Verified,null,mitochond,null
22542,YOR356W,Verified,null,null,molecular_function
22543,YOR356W,Verified,null,null,null
22544,YGR152C,Verified,ion,membrane,null
22545,YGR152C,Verified,ion,null,null
22546,YGR152C,Verified,null,membrane,null
22547,YGR152C,Verified,null,null,null
22548,YAR027W,Verified,biological_process,nucle,molecular_function
22549,YAR027W,Verified,biological_process,nucle,null
22550,YAR027W,Verified,biological_process,null,molecular_function
22551,YAR027W,Verified,biological_process,null,null
22552,YAR027W,Verified,null,nucle,molecular_function
22553,YAR027W,Verified,null,nucle,null
22554,YAR027W,Verified,null,null,molecular_function
22555,YAR027W,Verified,null,null,null
22556,YHL026C,Uncharacterized,biological_process,null,molecular_function
22557,YHL026C,Uncharacterized,biological_process,null,null
22558,YHL026C,Uncharacterized,null,null,molecular_function
22559,YHL026C,Uncharacterized,null,null,null
22560,YGL221C,Verified,biological_process,cytoplasm,molecular_function
22561,YGL221C,Verified,biological_process,cytoplasm,null
22562,YGL221C,Verified,biological_process,mitochond,molecular_function
22563,YGL221C,Verified,biological_process,mitochond,null
22564,YGL221C,Verified,biological_process,null,molecular_function
22565,YGL221C,Verified,biological_process,null,null
22566,YGL221C,Verified,null,cytoplasm,molecular_function
22567,YGL221C,Verified,null,cytoplasm,null
22568,YGL221C,Verified,null,mitochond,molecular_function
22569,YGL221C,Verified,null,mitochond,null
22570,YGL221C,Verified,null,null,molecular_function
22571,YGL221C,Verified,null,null,null
22572,YGR034W,Verified,ion,cytosol,null
22573,YGR034W,Verified,ion,ribosomal,null
22574,YGR034W,Verified,ion,null,null
22575,YGR034W,Verified,null,cytosol,null
22576,YGR034W,Verified,null,ribosomal,null
22577,YGR034W,Verified,null,null,null
22578,YJR147W,Verified,null,null,molecular_function
22579,YJR147W,Verified,null,null,null
22580,YHR128W,Verified,null,null,null
22581,YDR538W,Verified,ion,nucle,ATP
22582,YDR538W,Verified,ion,nucle,null
22583,YDR538W,Verified,ion,cytoplasm,ATP
22584,YDR538W,Verified,ion,cytoplasm,null
22585,YDR538W,Verified,ion,mitochond,ATP
22586,YDR538W,Verified,ion,mitochond,null
22587,YDR538W,Verified,ion,null,ATP
22588,YDR538W,Verified,ion,null,null
22589,YDR538W,Verified,protein,nucle,ATP
22590,YDR538W,Verified,protein,nucle,null
22591,YDR538W,Verified,protein,cytoplasm,ATP
22592,YDR538W,Verified,protein,cytoplasm,null
22593,YDR538W,Verified,protein,mitochond,ATP
22594,YDR538W,Verified,protein,mitochond,null
22595,YDR538W,Verified,protein,null,ATP
22596,YDR538W,Verified,protein,null,null
22597,YDR538W,Verified,catabolic process,nucle,ATP
22598,YDR538W,Verified,catabolic process,nucle,null
22599,YDR538W,Verified,catabolic process,cytoplasm,ATP
22600,YDR538W,Verified,catabolic process,cytoplasm,null
22601,YDR538W,Verified,catabolic process,mitochond,ATP
22602,YDR538W,Verified,catabolic process,mitochond,null
22603,YDR538W,Verified,catabolic process,null,ATP
22604,YDR538W,Verified,catabolic process,null,null
22605,YDR538W,Verified,null,nucle,ATP
22606,YDR538W,Verified,null,nucle,null
22607,YDR538W,Verified,null,cytoplasm,ATP
22608,YDR538W,Verified,null,cytoplasm,null
22609,YDR538W,Verified,null,mitochond,ATP
22610,YDR538W,Verified,null,mitochond,null
22611,YDR538W,Verified,null,null,ATP
22612,YDR538W,Verified,null,null,null
22613,YIL112W,Verified,histone,null,molecular_function
22614,YIL112W,Verified,histone,null,null
22615,YIL112W,Verified,ion,null,molecular_function
22616,YIL112W,Verified,ion,null,null
22617,YIL112W,Verified,negative,null,molecular_function
22618,YIL112W,Verified,negative,null,null
22619,YIL112W,Verified,regulation,null,molecular_function
22620,YIL112W,Verified,regulation,null,null
22621,YIL112W,Verified,null,null,molecular_function
22622,YIL112W,Verified,null,null,null
22623,YDR501W,Verified,null,nucle,null
22624,YDR501W,Verified,null,null,null
22625,YOL104C,Verified,ion,nucle,null
22626,YOL104C,Verified,ion,null,null
22627,YOL104C,Verified,regulation,nucle,null
22628,YOL104C,Verified,regulation,null,null
22629,YOL104C,Verified,positive,nucle,null
22630,YOL104C,Verified,positive,null,null
22631,YOL104C,Verified,null,nucle,null
22632,YOL104C,Verified,null,null,null
22633,YNR028W,Verified,biological_process,null,null
22634,YNR028W,Verified,null,null,null
22635,YAL056W,Verified,ion,membrane,kinase
22636,YAL056W,Verified,ion,membrane,null
22637,YAL056W,Verified,ion,null,kinase
22638,YAL056W,Verified,ion,null,null
22639,YAL056W,Verified,negative,membrane,kinase
22640,YAL056W,Verified,negative,membrane,null
22641,YAL056W,Verified,negative,null,kinase
22642,YAL056W,Verified,negative,null,null
22643,YAL056W,Verified,regulation,membrane,kinase
22644,YAL056W,Verified,regulation,membrane,null
22645,YAL056W,Verified,regulation,null,kinase
22646,YAL056W,Verified,regulation,null,null
22647,YAL056W,Verified,protein,membrane,kinase
22648,YAL056W,Verified,protein,membrane,null
22649,YAL056W,Verified,protein,null,kinase
22650,YAL056W,Verified,protein,null,null
22651,YAL056W,Verified,null,membrane,kinase
22652,YAL056W,Verified,null,membrane,null
22653,YAL056W,Verified,null,null,kinase
